0.250000125	-0.00161939
0.2666668	-0.00161939
0.283333475	-0.00161939
0.30000015	0.0763429
0.316666825	0.211477
0.3333335	0.341414
0.350000175	0.455759
0.36666685	0.549314
0.383333525	0.627276
0.4000002	0.689646
0.416666875	0.746818
0.43333355	0.788398
0.450000225	0.82478
0.4666669	0.855965
0.483333575	0.876755
0.50000025	0.897545
0.516666925	0.913138
0.5333336	0.92873
0.550000275	0.939125
0.56666695	0.94952
0.583333625	0.959915
0.6000003	0.965112
0.616666975	0.97031
0.63333365	0.975507
0.650000325	0.975507
0.666667	0.980705
0.683333675	0.980705
0.70000035	0.985902
0.716667025	0.985902
0.7333337	0.985902
0.750000375	0.9911
0.76666705	0.9911
0.783333725	0.985902
0.8000004	0.913138
0.816667075	0.778003
0.83333375	0.648066
0.850000425	0.533721
0.8666671	0.440167
0.883333775	0.362204
0.90000045	0.294637
0.916667125	0.242662
0.9333338	0.201082
0.950000475	0.1647
0.96666715	0.133515
0.983333825	0.107528
1.0000005	0.0919353
1.016667175	0.0711454
1.03333385	0.0607504
1.050000525	0.0503554
1.0666672	0.0399605
1.083333875	0.0295655
1.10000055	0.024368
1.116667225	0.0191705
1.1333339	0.0139731
1.150000575	0.00877558
1.16666725	0.00877558
1.183333925	0.0035781
1.2000006	0.0035781
1.216667275	0.0035781
1.23333395	-0.00161939
1.250000625	-0.00161939
1.2666673	-0.00161939
1.283333975	-0.00161939
1.30000065	0.0763429
1.316667325	0.211477
1.333334	0.341414
1.350000675	0.455759
1.36666735	0.549314
1.383334025	0.627276
1.4000007	0.689646
1.416667375	0.746818
1.43333405	0.788398
1.450000725	0.82478
1.4666674	0.855965
1.483334075	0.876755
1.50000075	0.897545
1.516667425	0.913138
1.5333341	0.92873
1.550000775	0.939125
1.56666745	0.94952
1.583334125	0.959915
1.6000008	0.965112
1.616667475	0.97031
1.63333415	0.975507
1.650000825	0.975507
1.6666675	0.980705
1.683334175	0.980705
1.70000085	0.985902
1.716667525	0.985902
1.7333342	0.985902
1.750000875	0.9911
1.76666755	0.9911
1.783334225	0.985902
1.8000009	0.913138
1.816667575	0.778003
1.83333425	0.642868
1.850000925	0.533721
1.8666676	0.440167
1.883334275	0.9911
1.90000095	0.9911
1.916667625	0.985902
1.9333343	0.913138
1.950000975	0.778003
1.96666765	0.642868
1.983334325	0.533721
2.000001	0.440167
2.016667675	0.362204
2.03333435	0.294637
